tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F,age_gap
tt0038905,1.0,nm0862937,Lawrence Tierney,"tt0105236,tt0040178,tt0110216,tt0090021",27,2.0,nm0139792,movie,San Quentin,0.0,\N,66,San Quentin,1946,"Crime,Drama,Romance",Marian Carr,1925,2003,actress,"tt0048261,tt0049553,tt0039317,tt0049363",21,6
tt0039011,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",42,2.0,nm0431502,movie,Tarzan and the Leopard Woman,0.0,\N,72,Tarzan and the Leopard Woman,1946,"Action,Adventure,Romance",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",29,13
tt0039036,2.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",29,1.0,nm0570192,movie,Till the End of Time,0.0,\N,105,Till the End of Time,1946,"Drama,Romance,War",Dorothy McGuire,1916,2001,"actress,soundtrack,archive_footage","tt0039416,tt0050798,tt0053320,tt0054357",30,-1
tt0039041,2.0,nm0000080,Orson Welles,"tt0033467,tt0052311,tt0040525,tt0057427",31,1.0,nm0001055,movie,Tomorrow Is Forever,0.0,\N,104,Tomorrow Is Forever,1946,"Drama,Romance,War",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",43,-12
tt0039075,1.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",49,2.0,nm0420331,movie,Vacation in Reno,0.0,\N,60,Vacation in Reno,1946,"Action,Comedy,Romance",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",23,26
tt0039110,2.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",39,1.0,nm0001055,movie,Without Reservations,0.0,\N,107,Without Reservations,1946,"Comedy,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",43,-4
tt0039169,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",43,2.0,nm0001485,movie,The Bachelor and the Bobby-Soxer,0.0,\N,95,The Bachelor and the Bobby-Soxer,1947,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",42,1
tt0039370,2.0,nm0001072,Joseph Cotten,"tt0041959,tt0033467,tt0036855,tt0035015",42,1.0,nm0949835,movie,The Farmer's Daughter,0.0,\N,97,The Farmer's Daughter,1947,"Comedy,Drama,Romance",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",34,8
tt0039595,1.0,nm0000071,James Stewart,"tt0052357,tt0052561,tt0032904,tt0038650",39,2.0,nm0943837,movie,Magic Town,0.0,\N,103,Magic Town,1947,"Comedy,Romance",Jane Wyman,1917,2007,"actress,writer,producer","tt0081858,tt0043350,tt0047811,tt0037884",30,9
tt0039659,1.0,nm0000763,Dana Andrews,"tt0037008,tt0036868,tt0037691,tt0049949",38,2.0,nm0643353,movie,Night Song,0.0,\N,102,Night Song,1947,"Drama,Music,Romance",Merle Oberon,1911,1979,"actress,writer,producer","tt0032145,tt0037024,tt0034274,tt0025748",36,2
tt0039808,1.0,nm0001414,Danny Kaye,"tt0056748,tt0047673,tt0049096,tt0052809",36,2.0,nm0562920,movie,The Secret Life of Walter Mitty,0.0,\N,110,The Secret Life of Walter Mitty,1947,"Comedy,Fantasy,Romance",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",27,9
tt0039815,1.0,nm0856062,Phillip Terry,"tt0037884,tt0039815,tt0039211,tt0054020",38,2.0,nm0924916,movie,Seven Keys to Baldpate,0.0,\N,64,Seven Keys to Baldpate,1947,"Mystery,Romance,Thriller",Jacqueline White,1922,\N,"actress,archive_footage,archive_sound","tt0044954,tt0038938,tt0036407,tt0039659",25,13
tt0039823,1.0,nm0002001,Maurice Chevalier,"tt0051658,tt0025493,tt0020112,tt0050658",59,3.0,nm0220605,movie,Le silence est d'or,0.0,\N,100,Man About Town,1947,"Comedy,Drama,Romance",Marcelle Derrien,1923,2008,"actress,archive_footage","tt0142401,tt0039823,tt2704794,tt0155626",24,35
tt0039842,1.0,nm0590055,John Mills,"tt0038574,tt0060395,tt0066319,tt0047094",39,2.0,nm0779549,movie,So Well Remembered,0.0,\N,114,So Well Remembered,1947,"Drama,Mystery,Romance",Martha Scott,1912,2003,"actress,producer,archive_footage","tt0049833,tt0052618,tt0032881,tt0033459",35,4
tt0039887,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",43,2.0,nm0431502,movie,Tarzan and the Huntress,0.0,\N,72,Tarzan and the Huntress,1947,"Action,Adventure,Romance",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",30,13
tt0039896,1.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",40,2.0,nm0001333,movie,They Won't Believe Me,0.0,\N,95,They Won't Believe Me,1947,"Drama,Film-Noir,Romance",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",30,10
tt0039927,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",40,2.0,nm0206478,movie,Tycoon,0.0,\N,128,Tycoon,1947,"Adventure,Drama,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",27,13
tt0040321,1.0,nm0000057,David Niven,"tt0074937,tt0052182,tt0057413,tt0048960",38,2.0,nm0942863,movie,Enchantment,0.0,\N,100.0,Enchantment,1948,"Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",30,8
tt0040331,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",44,2.0,nm0236860,movie,Every Girl Should Be Married,0.0,\N,85.0,Every Girl Should Be Married,1948,"Comedy,Drama,Romance",Betsy Drake,1923,2015,"actress,writer,soundtrack","tt0040331,tt0045102,tt0044013,tt0051196",25,19
tt0040395,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",47,2.0,nm0792130,movie,Good Sam,0.0,\N,114.0,Good Sam,1948,"Comedy,Drama,Romance",Ann Sheridan,1915,1967,"actress,producer,soundtrack","tt0034946,tt0033149,tt0039666,tt0037273",33,14
tt0040613,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",44,2.0,nm0001485,movie,Mr. Blandings Builds His Dream House,0.0,\N,94.0,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",43,1
tt0040872,2.0,nm0335048,Farley Granger,"tt0044079,tt0040746,tt0040872,tt0082951",23,1.0,nm0640732,movie,They Live by Night,0.0,\N,95,They Live by Night,1948,"Crime,Film-Noir,Romance",Cathy O'Donnell,1923,1970,"actress,soundtrack,archive_footage","tt0036868,tt0052618,tt0040872,tt0039230",25,-2
tt0041178,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",32,2.0,nm0339452,movie,The Big Steal,0.0,\N,71,The Big Steal,1949,"Crime,Film-Noir,Romance",Jane Greer,1924,2001,"actress,soundtrack,archive_footage","tt0039689,tt0041178,tt0045053,tt0040835",25,7
tt0041672,1.0,nm0000763,Dana Andrews,"tt0037008,tt0036868,tt0037691,tt0049949",40,2.0,nm0001333,movie,My Foolish Heart,0.0,\N,98,My Foolish Heart,1949,"Drama,Romance",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",32,8
tt0041824,1.0,nm0335048,Farley Granger,"tt0044079,tt0040746,tt0040872,tt0082951",24,2.0,nm0262896,movie,Roseanna McCoy,0.0,\N,89,Roseanna McCoy,1949,"Drama,Romance",Joan Evans,1934,2023,"actress,soundtrack","tt0041824,tt0045155,tt0045637,tt0042123",15,9
tt0286954,1.0,nm0015638,Farid El-Atrash,"tt0804497,tt0310599,tt0297707,tt0342661",30,2.0,nm0950346,movie,Shahr el asal,0.0,\N,\N,Honeymoon,1945,"Comedy,Musical,Romance",Madihah Yusri,1919,2018,"actress,producer,writer","tt0371382,tt0310632,tt0318820,tt0355630",26,4
tt4800094,1.0,nm1340316,Rogelio de la Rosa,"tt0359407,tt0371374,tt1092623,tt0370797",30,2.0,nm1044840,movie,Honeymoon,0.0,\N,\N,Honeymoon,1946,"Comedy,Romance",Norma Blancaflor,1919,2004,actress,"tt1690100,tt0764799,tt1127796,tt0469552",27,3
