tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F,age_gap
tt0040367,3.0,nm0526184,John Lund,"tt0049314,tt0043792,tt0056093,tt0040367",37,1.0,nm0000795,movie,A Foreign Affair,0.0,\N,116.0,A Foreign Affair,1948,"Comedy,Drama,Romance",Jean Arthur,1900,1991,"actress,soundtrack,archive_footage","tt0030993,tt0031679,tt0046303,tt0036172",48,-11
tt0040599,1.0,nm0526184,John Lund,"tt0049314,tt0043792,tt0056093,tt0040367",37,2.0,nm0376905,movie,Miss Tatlock's Millions,0.0,\N,101.0,Miss Tatlock's Millions,1948,"Comedy,Romance",Wanda Hendrix,1928,1981,"actress,archive_footage","tt0041899,tt0039768,tt0041767,tt0042310",20,17
tt0040616,1.0,nm0264278,William Eythe,"tt0037795,tt0036244,tt0036377,tt0037607",30,2.0,nm0110159,movie,Mr. Reckless,0.0,\N,66.0,Mr. Reckless,1948,"Adventure,Drama,Romance",Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",29,1
tt0040629,2.0,nm0002048,Melvyn Douglas,"tt0078841,tt0057163,tt0031725,tt0040613",48,1.0,nm0130829,movie,My Own True Love,0.0,\N,84.0,My Own True Love,1949,"Drama,Romance",Phyllis Calvert,1915,2002,"actress,archive_footage","tt0045654,tt0049067,tt0053149,tt0039594",34,14
tt0040827,1.0,nm0035159,Richard Arlen,"tt0024188,tt0018578,tt0021070,tt0031661",49,2.0,nm0736939,movie,Speed to Spare,0.0,\N,57.0,Speed to Spare,1948,"Drama,Romance",Jean Rogers,1916,1991,"actress,soundtrack,archive_footage","tt0027623,tt0032325,tt0033227,tt0038618",32,17
tt0041428,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",36,2.0,nm0275897,movie,The Great Gatsby,0.0,\N,91.0,The Great Gatsby,1949,"Drama,Mystery,Romance",Betty Field,1916,1973,"actress,soundtrack,archive_footage","tt0031742,tt0033409,tt0048491,tt0050839",33,3
tt0041429,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",46,2.0,nm0281766,movie,The Great Lover,0.0,\N,80.0,The Great Lover,1949,"Comedy,Musical,Romance",Rhonda Fleming,1923,2020,"actress,soundtrack,archive_footage","tt0039689,tt0038109,tt0081249,tt0041259",26,20
tt0041452,2.0,nm0001050,Montgomery Clift,"tt0045793,tt0043924,tt0040765,tt0055031",29,1.0,nm0000014,movie,The Heiress,0.0,\N,115.0,The Heiress,1949,"Drama,Romance",Olivia de Havilland,1916,2020,"actress,soundtrack,archive_footage","tt0031381,tt0041452,tt0029843,tt0040806",33,-4
tt0041899,2.0,nm0001647,Claude Rains,"tt0034583,tt0024184,tt0038787,tt0031679",60,1.0,nm0376905,movie,Song of Surrender,0.0,\N,93.0,Song of Surrender,1949,"Drama,Musical,Romance",Wanda Hendrix,1928,1981,"actress,archive_footage","tt0041899,tt0039768,tt0041767,tt0042310",21,39
tt0041969,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",46,2.0,nm0001955,movie,Top o' the Morning,0.0,\N,100.0,Top o' the Morning,1949,"Comedy,Musical,Romance",Ann Blyth,1928,\N,"actress,soundtrack,archive_footage","tt0037913,tt0050494,tt0039224,tt0048260",21,25
