tconst,ordering,nconst,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,age
tt0036092,1.0,nm0000795,movie,A Lady Takes a Chance,0.0,\N,86.0,A Lady Takes a Chance,1943,"Comedy,Romance,Western",Jean Arthur,1900,1991,"actress,soundtrack,archive_footage","tt0030993,tt0031679,tt0046303,tt0036172",43
tt0036174,2.0,nm0206478,movie,Mr. Lucky,0.0,\N,100.0,Mr. Lucky,1943,"Comedy,Crime,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",23
tt0036217,1.0,nm0000879,movie,The North Star,0.0,\N,108.0,The North Star,1943,"Drama,Romance,War",Anne Baxter,1923,1985,"actress,soundtrack,archive_footage","tt0042192,tt0049833,tt0035015,tt0038873",20
tt0036363,2.0,nm0504125,movie,The Sky's the Limit,0.0,\N,89.0,The Sky's the Limit,1943,"Comedy,Musical,Romance",Joan Leslie,1925,2015,"actress,soundtrack,archive_footage","tt0036363,tt0035575,tt0034167,tt0038026",18
tt0036418,1.0,nm0001677,movie,Tender Comrade,0.0,\N,102,Tender Comrade,1943,"Drama,Romance,War",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",32
tt0036579,2.0,nm0115597,movie,Action in Arabia,0.0,\N,75,Action in Arabia,1944,"Crime,Drama,Romance",Virginia Bruce,1910,1982,"actress,soundtrack,archive_footage","tt0032637,tt0027656,tt0032476,tt0032017",34
tt0036636,2.0,nm0497346,movie,Belle of the Yukon,0.0,\N,83,Belle of the Yukon,1944,"Action,Musical,Romance",Gypsy Rose Lee,1911,1970,"actress,writer,soundtrack","tt0036636,tt0028566,tt0036384,tt0029902",33
tt0036671,2.0,nm0206478,movie,Bride by Mistake,0.0,\N,81,Bride by Mistake,1944,"Comedy,Drama,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",24
tt0036699,2.0,nm0942863,movie,Casanova Brown,0.0,\N,94,Casanova Brown,1944,"Comedy,Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",26
tt0036748,2.0,nm0869565,movie,Days of Glory,0.0,\N,86,Days of Glory,1944,"Drama,Romance,War",Tamara Toumanova,1919,1996,"actress,soundtrack,archive_footage","tt0061107,tt0066249,tt0036748,tt0046441",25
tt0036798,2.0,nm0245304,movie,Escape to Danger,0.0,\N,84.0,Escape to Danger,1943,"Action,Romance,Thriller",Ann Dvorak,1911,1979,"actress,miscellaneous,soundtrack","tt0023427,tt0028695,tt0026393,tt0023590",32
tt0036807,1.0,nm0001443,movie,Experiment Perilous,0.0,\N,91.0,Experiment Perilous,1944,"Film-Noir,Romance,Thriller",Hedy Lamarr,1914,2000,"actress,producer,miscellaneous","tt0041838,tt0038990,tt0037769,tt0035460",30
tt0036868,1.0,nm0001485,movie,The Best Years of Our Lives,0.0,\N,170.0,The Best Years of Our Lives,1946,"Drama,Romance,War",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",41
tt0036902,2.0,nm0430090,movie,Heavenly Days,0.0,\N,71.0,Heavenly Days,1944,"Comedy,Romance",Marian Jordan,1898,1961,"actress,soundtrack,archive_footage","tt0036902,tt0033850,tt0029663,tt0034847",46
tt0036919,1.0,nm0006807,movie,Higher and Higher,0.0,\N,90.0,Higher and Higher,1943,"Comedy,Musical,Romance",Michèle Morgan,1920,2016,"actress,archive_footage,archive_sound","tt0039004,tt0030643,tt0040338,tt0038409",23
tt0037105,1.0,nm0794297,movie,Music in Manhattan,0.0,\N,81.0,Music in Manhattan,1944,"Musical,Romance",Anne Shirley,1918,1993,"actress,soundtrack,archive_footage","tt0037101,tt0033532,tt0029608,tt0021074",26
tt0037193,2.0,nm0562920,movie,The Princess and the Pirate,0.0,\N,94.0,The Princess and the Pirate,1944,"Adventure,Comedy,Romance",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",24
tt0037261,3.0,nm0570253,movie,Seven Days Ashore,0.0,\N,74.0,Seven Days Ashore,1944,"Comedy,Musical,Romance",Marcy McGuire,1926,2021,"actress,soundtrack,archive_footage","tt0036919,tt0038479,tt0035307,tt0038091",18
tt0037274,3.0,nm0204843,movie,Show Business,0.0,\N,92.0,Show Business,1944,"Comedy,Musical,Romance",Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",32
tt0037313,4.0,nm0002038,movie,Step Lively,0.0,\N,88.0,Step Lively,1944,"Comedy,Music,Romance",Gloria DeHaven,1925,2016,"actress,soundtrack,archive_footage","tt0037365,tt0045702,tt0037408,tt0042589",19
tt0037508,2.0,nm0949835,movie,Along Came Jones,0.0,\N,90,Along Came Jones,1945,"Comedy,Romance,Western",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",32
tt0037671,1.0,nm0570192,movie,The Enchanted Cottage,0.0,\N,91,The Enchanted Cottage,1945,"Drama,Fantasy,Romance",Dorothy McGuire,1916,2001,"actress,soundtrack,archive_footage","tt0039416,tt0050798,tt0053320,tt0054357",29
tt0037970,2.0,nm0518879,movie,Pan-Americana,0.0,\N,84,Pan-Americana,1945,"Comedy,Musical,Romance",Audrey Long,1922,2014,actress,"tt0039211,tt0037970,tt0037130,tt0039313",23
tt0037981,2.0,nm0549773,movie,La perla,0.0,\N,85,The Pearl,1947,"Adventure,Drama,Romance",María Elena Marqués,1926,2008,"actress,miscellaneous,soundtrack","tt0037981,tt0174157,tt0218358,tt0055337",21
tt0038012,3.0,nm0486387,movie,Radio Stars on Parade,0.0,\N,69,Radio Stars on Parade,1945,"Comedy,Music,Romance",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",32
tt0038091,2.0,nm0570253,movie,Sing Your Way Home,0.0,\N,72,Sing Your Way Home,1945,"Comedy,Music,Romance",Marcy McGuire,1926,2021,"actress,soundtrack,archive_footage","tt0036919,tt0038479,tt0035307,tt0038091",19
tt0038108,2.0,nm0000058,movie,The Spanish Main,0.0,\N,100,The Spanish Main,1945,"Adventure,Drama,Romance",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",25
tt0038244,4.0,nm0727026,movie,What a Blonde,0.0,\N,71,What a Blonde,1945,"Comedy,Romance",Elaine Riley,1917,2015,"actress,archive_footage","tt0047739,tt0040339,tt0040793,tt0040837",28
tt0038324,1.0,nm0486387,movie,The Bamboo Blonde,0.0,\N,67,The Bamboo Blonde,1946,"Music,Romance,War",Frances Langford,1913,2005,"actress,music_department,writer","tt0029003,tt0028079,tt0026325,tt0033323",33
tt0038479,2.0,nm0570253,movie,Ding Dong Williams,0.0,\N,61,Ding Dong Williams,1946,"Comedy,Music,Romance",Marcy McGuire,1926,2021,"actress,soundtrack,archive_footage","tt0036919,tt0038479,tt0035307,tt0038091",20
tt0038537,1.0,nm0000021,movie,From This Day Forward,0.0,\N,95,From This Day Forward,1946,"Drama,Mystery,Romance",Joan Fontaine,1917,2013,"actress,producer,soundtrack","tt0034248,tt0032976,tt0035751,tt0036969",29
tt0038592,1.0,nm0001677,movie,Heartbeat,0.0,\N,102,Heartbeat,1946,"Comedy,Drama,Romance",Ginger Rogers,1911,1995,"actress,soundtrack,archive_footage","tt0032671,tt0035019,tt0044916,tt0032946",35
tt0038787,2.0,nm0000006,movie,Notorious,0.0,\N,102,Notorious,1946,"Drama,Film-Noir,Romance",Ingrid Bergman,1915,1982,"actress,producer,soundtrack","tt0034583,tt0036855,tt0038109,tt0038787",31
tt0038886,6.0,nm0628536,movie,Riverboat Rhythm,0.0,\N,65,Riverboat Rhythm,1946,"Comedy,Music,Romance",Joan Newton,1921,2012,actress,"tt0038343,tt0038886",25
tt0038905,2.0,nm0139792,movie,San Quentin,0.0,\N,66,San Quentin,1946,"Crime,Drama,Romance",Marian Carr,1925,2003,actress,"tt0048261,tt0049553,tt0039317,tt0049363",21
tt0039011,2.0,nm0431502,movie,Tarzan and the Leopard Woman,0.0,\N,72,Tarzan and the Leopard Woman,1946,"Action,Adventure,Romance",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",29
tt0039036,1.0,nm0570192,movie,Till the End of Time,0.0,\N,105,Till the End of Time,1946,"Drama,Romance,War",Dorothy McGuire,1916,2001,"actress,soundtrack,archive_footage","tt0039416,tt0050798,tt0053320,tt0054357",30
tt0039041,1.0,nm0001055,movie,Tomorrow Is Forever,0.0,\N,104,Tomorrow Is Forever,1946,"Drama,Romance,War",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",43
tt0039075,2.0,nm0420331,movie,Vacation in Reno,0.0,\N,60,Vacation in Reno,1946,"Action,Comedy,Romance",Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",23
tt0039110,1.0,nm0001055,movie,Without Reservations,0.0,\N,107,Without Reservations,1946,"Comedy,Romance",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",43
tt0039169,2.0,nm0001485,movie,The Bachelor and the Bobby-Soxer,0.0,\N,95,The Bachelor and the Bobby-Soxer,1947,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",42
tt0039370,1.0,nm0949835,movie,The Farmer's Daughter,0.0,\N,97,The Farmer's Daughter,1947,"Comedy,Drama,Romance",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",34
tt0039595,2.0,nm0943837,movie,Magic Town,0.0,\N,103,Magic Town,1947,"Comedy,Romance",Jane Wyman,1917,2007,"actress,writer,producer","tt0081858,tt0043350,tt0047811,tt0037884",30
tt0039659,2.0,nm0643353,movie,Night Song,0.0,\N,102,Night Song,1947,"Drama,Music,Romance",Merle Oberon,1911,1979,"actress,writer,producer","tt0032145,tt0037024,tt0034274,tt0025748",36
tt0039808,2.0,nm0562920,movie,The Secret Life of Walter Mitty,0.0,\N,110,The Secret Life of Walter Mitty,1947,"Comedy,Fantasy,Romance",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",27
tt0039815,2.0,nm0924916,movie,Seven Keys to Baldpate,0.0,\N,64,Seven Keys to Baldpate,1947,"Mystery,Romance,Thriller",Jacqueline White,1922,\N,"actress,archive_footage,archive_sound","tt0044954,tt0038938,tt0036407,tt0039659",25
tt0039823,3.0,nm0220605,movie,Le silence est d'or,0.0,\N,100,Man About Town,1947,"Comedy,Drama,Romance",Marcelle Derrien,1923,2008,"actress,archive_footage","tt0142401,tt0039823,tt2704794,tt0155626",24
tt0039842,2.0,nm0779549,movie,So Well Remembered,0.0,\N,114,So Well Remembered,1947,"Drama,Mystery,Romance",Martha Scott,1912,2003,"actress,producer,archive_footage","tt0049833,tt0052618,tt0032881,tt0033459",35
tt0039887,2.0,nm0431502,movie,Tarzan and the Huntress,0.0,\N,72,Tarzan and the Huntress,1947,"Action,Adventure,Romance",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",30
tt0039896,2.0,nm0001333,movie,They Won't Believe Me,0.0,\N,95,They Won't Believe Me,1947,"Drama,Film-Noir,Romance",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",30
tt0039927,2.0,nm0206478,movie,Tycoon,0.0,\N,128,Tycoon,1947,"Adventure,Drama,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",27
tt0040321,2.0,nm0942863,movie,Enchantment,0.0,\N,100.0,Enchantment,1948,"Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",30
tt0040331,2.0,nm0236860,movie,Every Girl Should Be Married,0.0,\N,85.0,Every Girl Should Be Married,1948,"Comedy,Drama,Romance",Betsy Drake,1923,2015,"actress,writer,soundtrack","tt0040331,tt0045102,tt0044013,tt0051196",25
tt0040395,2.0,nm0792130,movie,Good Sam,0.0,\N,114.0,Good Sam,1948,"Comedy,Drama,Romance",Ann Sheridan,1915,1967,"actress,producer,soundtrack","tt0034946,tt0033149,tt0039666,tt0037273",33
tt0040613,2.0,nm0001485,movie,Mr. Blandings Builds His Dream House,0.0,\N,94.0,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",43
tt0040872,1.0,nm0640732,movie,They Live by Night,0.0,\N,95,They Live by Night,1948,"Crime,Film-Noir,Romance",Cathy O'Donnell,1923,1970,"actress,soundtrack,archive_footage","tt0036868,tt0052618,tt0040872,tt0039230",25
tt0041178,2.0,nm0339452,movie,The Big Steal,0.0,\N,71,The Big Steal,1949,"Crime,Film-Noir,Romance",Jane Greer,1924,2001,"actress,soundtrack,archive_footage","tt0039689,tt0041178,tt0045053,tt0040835",25
tt0041672,2.0,nm0001333,movie,My Foolish Heart,0.0,\N,98,My Foolish Heart,1949,"Drama,Romance",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",32
tt0041824,2.0,nm0262896,movie,Roseanna McCoy,0.0,\N,89,Roseanna McCoy,1949,"Drama,Romance",Joan Evans,1934,2023,"actress,soundtrack","tt0041824,tt0045155,tt0045637,tt0042123",15
tt0286954,2.0,nm0950346,movie,Shahr el asal,0.0,\N,\N,Honeymoon,1945,"Comedy,Musical,Romance",Madihah Yusri,1919,2018,"actress,producer,writer","tt0371382,tt0310632,tt0318820,tt0355630",26
tt4800094,2.0,nm1044840,movie,Honeymoon,0.0,\N,\N,Honeymoon,1946,"Comedy,Romance",Norma Blancaflor,1919,2004,actress,"tt1690100,tt0764799,tt1127796,tt0469552",27
