tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,titleType,originalTitle,isAdult,endYear,runtimeMinutes,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F
tt0037077,1.0,nm0102787,Eddie Bracken,"tt0036891,tt0085995,tt0037077,tt0107985",28,2.0,nm0002149,movie,The Miracle of Morgan's Creek,0.0,\N,98,The Miracle of Morgan's Creek,1943,"Comedy,Romance,War",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",22
tt0037121,1.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",31,2.0,nm0662335,movie,The Navy Way,0.0,\N,74,The Navy Way,1944,"Drama,War",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",29
tt0037151,1.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",47,2.0,nm0662335,movie,One Body Too Many,0.0,\N,75,One Body Too Many,1944,"Comedy,Horror,Mystery",Jean Parker,1915,2005,"actress,soundtrack,archive_footage","tt0024264,tt0042531,tt0035453,tt0036653",29
tt0037158,3.0,nm0749476,Charles Ruggles,"tt0055277,tt0024359,tt0039502,tt0026955",58,1.0,nm0751149,movie,Our Hearts Were Young and Gay,0.0,\N,81,Our Hearts Were Young and Gay,1944,Comedy,Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",20
tt0037190,2.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",36,1.0,nm0001055,movie,Practically Yours,0.0,\N,90,Practically Yours,1944,"Comedy,Romance,War",Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",41
tt0037208,2.0,nm0102787,Eddie Bracken,"tt0036891,tt0085995,tt0037077,tt0107985",29,1.0,nm0483787,movie,Rainbow Island,0.0,\N,98,Rainbow Island,1944,"Comedy,Musical,Romance",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",30
tt0037310,2.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",36,1.0,nm0002104,movie,Standing Room Only,0.0,\N,83,Standing Room Only,1944,"Comedy,Romance,War",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",34
tt0037316,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",43,2.0,nm0206478,movie,The Story of Dr. Wassell,0.0,\N,140,The Story of Dr. Wassell,1944,"Action,Adventure,Drama",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",24
tt0037340,1.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",47,2.0,nm0384948,movie,Take It Big,0.0,\N,75,Take It Big,1944,"Comedy,Music,Romance",Harriet Nelson,1909,1994,"actress,soundtrack,archive_footage","tt0044230,tt0035854,tt0027630,tt0034572",35
tt0037379,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",37,2.0,nm0110159,movie,Till We Meet Again,0.0,\N,88,Till We Meet Again,1944,"Action,Adventure,Drama",Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",25
tt0037415,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",37,2.0,nm0404046,movie,The Uninvited,0.0,\N,99,The Uninvited,1944,"Fantasy,Horror,Mystery",Ruth Hussey,1911,2005,"actress,archive_footage,archive_sound","tt0032904,tt0037415,tt0032143,tt0033986",33
tt0037475,2.0,nm0426708,Johnny Johnston,"tt0040565,tt0049682,tt0047780,tt0035216",29,1.0,nm0722384,movie,You Can't Ration Love,0.0,\N,78,You Can't Ration Love,1944,"Comedy,Musical,Romance",Betty Jane Rhodes,1921,2011,"actress,soundtrack,archive_footage","tt0037475,tt0036327,tt0035216,tt0029145",23
tt0037498,2.0,nm0107575,George Brent,"tt0031210,tt0024034,tt0031835,tt0040556",41,1.0,nm0000021,movie,The Affairs of Susan,0.0,\N,110,The Affairs of Susan,1945,"Comedy,Drama,Romance",Joan Fontaine,1917,2013,"actress,producer,soundtrack","tt0034248,tt0032976,tt0035751,tt0036969",28
tt0037560,2.0,nm0876211,Sonny Tufts,"tt0048605,tt0036367,tt0036912,tt0039082",34,1.0,nm0000043,movie,Bring on the Girls,0.0,\N,92,Bring on the Girls,1945,"Comedy,Musical",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",23
tt0037662,1.0,nm0306908,Ed Gardner,"tt0037662,tt0121515,tt0042093,tt0046578",44,3.0,nm0002149,movie,Duffy's Tavern,0.0,\N,97,Duffy's Tavern,1945,"Comedy,Musical",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",24
tt0037712,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",40,2.0,nm0446715,movie,Follow That Woman,0.0,\N,69,Follow That Woman,1945,"Comedy,Crime,Drama",Nancy Kelly,1921,1995,"actress,soundtrack,archive_footage","tt0048977,tt0031507,tt0035795,tt0032873",24
tt0037777,1.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",32,2.0,nm0112198,movie,High Powered,0.0,\N,62,High Powered,1945,"Action,Adventure,Drama",Phyllis Brooks,1915,1995,"actress,soundtrack","tt0028765,tt0030657,tt0031149,tt0030371",30
tt0037816,2.0,nm0194742,Arturo de Córdova,"tt0042434,tt0045260,tt0187005,tt0040075",37,1.0,nm0002149,movie,Incendiary Blonde,0.0,\N,113,Incendiary Blonde,1945,"Biography,Crime,Drama",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",24
tt0037849,2.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",38,1.0,nm0002104,movie,Kitty,0.0,\N,103,Kitty,1945,"Drama,History,Romance",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",35
tt0037884,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",38,2.0,nm0943837,movie,The Lost Weekend,0.0,\N,101,The Lost Weekend,1945,"Drama,Film-Noir",Jane Wyman,1917,2007,"actress,writer,producer","tt0081858,tt0043350,tt0047811,tt0037884",28
tt0037885,2.0,nm0001072,Joseph Cotten,"tt0041959,tt0033467,tt0036855,tt0035015",40,1.0,nm0428354,movie,Love Letters,0.0,\N,101,Love Letters,1945,"Drama,Mystery,Romance",Jennifer Jones,1919,2009,"actress,soundtrack,archive_footage","tt0072308,tt0036377,tt0048316,tt0037280",26
tt0037903,2.0,nm0194742,Arturo de Córdova,"tt0042434,tt0045260,tt0187005,tt0040075",37,1.0,nm0483787,movie,Masquerade in Mexico,0.0,\N,96,Masquerade in Mexico,1945,"Comedy,Romance",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",31
tt0037906,2.0,nm0194742,Arturo de Córdova,"tt0042434,tt0045260,tt0187005,tt0040075",37,1.0,nm0483787,movie,A Medal for Benny,0.0,\N,77,A Medal for Benny,1945,Drama,Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",31
tt0037917,2.0,nm0876211,Sonny Tufts,"tt0048605,tt0036367,tt0036912,tt0039082",35,1.0,nm0000043,movie,Miss Susie Slagle's,0.0,\N,88,Miss Susie Slagle's,1946,Drama,Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",24
tt0037931,1.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",37,2.0,nm0907785,movie,"Murder, He Says",0.0,\N,91,"Murder, He Says",1945,"Comedy,Mystery",Helen Walker,1920,1968,"actress,soundtrack,archive_footage","tt0037557,tt0040202,tt0037046,tt0041503",25
tt0037960,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",40,2.0,nm0767243,movie,Midnight Manhunt,0.0,\N,64,Midnight Manhunt,1945,"Comedy,Crime,Mystery",Ann Savage,1921,2008,"actress,soundtrack,archive_footage","tt0037638,tt1093842,tt0038877,tt0037409",24
tt0037964,1.0,nm0102787,Eddie Bracken,"tt0036891,tt0085995,tt0037077,tt0107985",30,2.0,nm0000043,movie,Out of This World,0.0,\N,96,Out of This World,1945,"Comedy,Music,Romance",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",23
tt0038032,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",42,3.0,nm0483787,movie,Road to Utopia,0.0,\N,90,Road to Utopia,1945,"Adventure,Comedy,Family",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",31
tt0038047,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",32,2.0,nm0751149,movie,Salty O'Rourke,0.0,\N,100,Salty O'Rourke,1945,"Crime,Drama",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",21
tt0038055,1.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",48,2.0,nm0767243,movie,Scared Stiff,0.0,\N,65,Scared Stiff,1945,"Comedy,Mystery",Ann Savage,1921,2008,"actress,soundtrack,archive_footage","tt0037638,tt1093842,tt0038877,tt0037409",24
tt0038119,2.0,nm0280178,Barry Fitzgerald,"tt0045061,tt0036872,tt0033729,tt0037515",57,1.0,nm0002149,movie,The Stork Club,0.0,\N,98,The Stork Club,1945,"Comedy,Musical,Romance",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",24
tt0038177,1.0,nm0056477,Byron Barr,"tt0036775,tt0038177,tt0043024,tt0039816",29,2.0,nm0535169,movie,Tokyo Rose,0.0,\N,69,Tokyo Rose,1946,"Adventure,War",Osa Massen,1914,2006,"actress,miscellaneous,archive_footage","tt0034399,tt0042897,tt0038987,tt0036731",32
tt0038205,1.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",40,2.0,nm0751149,movie,The Unseen,0.0,\N,80,The Unseen,1945,"Drama,Film-Noir,Horror",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",21
tt0038263,1.0,nm0191950,Robert Cummings,"tt0046912,tt0035279,tt0047752,tt0039583",35,2.0,nm0779507,movie,You Came Along,0.0,\N,103,You Came Along,1945,"Drama,Romance",Lizabeth Scott,1922,2015,"actress,soundtrack,archive_footage","tt0041968,tt0038988,tt0040695,tt0039482",23
tt0038369,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",33,2.0,nm0000043,movie,The Blue Dahlia,0.0,\N,96,The Blue Dahlia,1946,"Crime,Film-Noir,Mystery",Veronica Lake,1922,1973,"actress,producer,soundtrack","tt0034240,tt0038369,tt0035432,tt0034881",24
tt0038370,1.0,nm0000001,Fred Astaire,"tt0072308,tt0050419,tt0053137,tt0027125",47,3.0,nm0146542,movie,Blue Skies,0.0,\N,99,Blue Skies,1946,"Comedy,Musical,Romance",Joan Caulfield,1922,1991,"actress,soundtrack,archive_footage","tt0038747,tt0039307,tt0039941,tt0040754",24
tt0038383,2.0,nm0191950,Robert Cummings,"tt0046912,tt0035279,tt0047752,tt0039583",36,1.0,nm0001766,movie,The Bride Wore Boots,0.0,\N,85,The Bride Wore Boots,1946,"Adventure,Comedy,Romance",Barbara Stanwyck,1907,1990,"actress,soundtrack,archive_footage","tt0036775,tt0033373,tt0040823,tt0032080",39
tt0038392,2.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",40,1.0,nm0001766,movie,California,0.0,\N,97,California,1947,Western,Barbara Stanwyck,1907,1990,"actress,soundtrack,archive_footage","tt0036775,tt0033373,tt0040823,tt0032080",40
tt0038438,2.0,nm0876211,Sonny Tufts,"tt0048605,tt0036367,tt0036912,tt0039082",35,1.0,nm0002149,movie,Cross My Heart,0.0,\N,85.0,Cross My Heart,1946,"Comedy,Music,Mystery",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",25
tt0038618,1.0,nm0307326,William Gargan,"tt0024617,tt0023369,tt0040112,tt0024097",41,2.0,nm0736939,movie,Hot Cargo,0.0,\N,57,Hot Cargo,1946,"Adventure,Drama,Romance",Jean Rogers,1916,1991,"actress,soundtrack,archive_footage","tt0027623,tt0032325,tt0033227,tt0038618",30
tt0038747,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",43,2.0,nm0146542,movie,Monsieur Beaucaire,0.0,\N,93,Monsieur Beaucaire,1946,"Adventure,Comedy,History",Joan Caulfield,1922,1991,"actress,soundtrack,archive_footage","tt0038747,tt0039307,tt0039941,tt0040754",24
tt0038794,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",33,3.0,nm0280242,movie,O.S.S.,0.0,\N,108,O.S.S.,1946,"Drama,War",Geraldine Fitzgerald,1913,2005,"actress,writer,producer","tt0031210,tt0032145,tt0082031,tt0059575",33
tt0038815,3.0,nm0002046,Brian Donlevy,"tt0031088,tt0041503,tt0034798,tt0050873",45,1.0,nm0751149,movie,Our Hearts Were Growing Up,0.0,\N,83,Our Hearts Were Growing Up,1946,"Adventure,Comedy,Romance",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",22
tt0038831,1.0,nm0355095,Jack Haley,"tt0032138,tt0039075,tt0038091,tt0037151",49,2.0,nm0907785,movie,People Are Funny,0.0,\N,93,People Are Funny,1946,Musical,Helen Walker,1920,1968,"actress,soundtrack,archive_footage","tt0037557,tt0040202,tt0037046,tt0041503",26
tt0038832,2.0,nm0000057,David Niven,"tt0074937,tt0052182,tt0057413,tt0048960",36,1.0,nm0949835,movie,The Perfect Marriage,0.0,\N,88,The Perfect Marriage,1946,Comedy,Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",33
tt0038915,1.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",39,2.0,nm0796662,movie,The Searching Wind,0.0,\N,108,The Searching Wind,1946,"Action,Drama,War",Sylvia Sidney,1910,1999,"actress,archive_footage","tt0094721,tt0116996,tt0070748,tt0028212",36
tt0039001,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",42,2.0,nm0340706,movie,Swamp Fire,0.0,\N,69,Swamp Fire,1946,"Action,Adventure,Drama",Virginia Grey,1917,2004,"actress,soundtrack,archive_footage","tt0065377,tt0040920,tt0032143,tt0031047",29
tt0039023,1.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",33,2.0,nm0110159,movie,They Made Me a Killer,0.0,\N,64,They Made Me a Killer,1946,"Crime,Drama,Film-Noir",Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",27
tt0039040,2.0,nm0526184,John Lund,"tt0049314,tt0043792,tt0056093,tt0040367",35,1.0,nm0000014,movie,To Each His Own,0.0,\N,122,To Each His Own,1946,"Drama,Romance",Olivia de Havilland,1916,2020,"actress,soundtrack,archive_footage","tt0031381,tt0041452,tt0029843,tt0040806",30
tt0039056,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",33,6.0,nm0273488,movie,Two Years Before the Mast,0.0,\N,98,Two Years Before the Mast,1946,"Action,Adventure,Drama",Esther Fernández,1918,1999,"actress,writer,soundtrack","tt0218257,tt0202564,tt0027338,tt0218075",28
tt0039082,1.0,nm0566948,Joel McCrea,"tt0034240,tt0032484,tt0023238,tt0056412",41,4.0,nm0110159,movie,The Virginian,0.0,\N,87,The Virginian,1946,Western,Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",27
tt0039098,2.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",39,1.0,nm0000014,movie,The Well Groomed Bride,0.0,\N,75,The Well Groomed Bride,1946,"Comedy,Romance",Olivia de Havilland,1916,2020,"actress,soundtrack,archive_footage","tt0031381,tt0041452,tt0029843,tt0040806",30
tt0039133,1.0,nm0001983,Rory Calhoun,"tt0081184,tt0105191,tt0045891,tt0039133",25,2.0,nm0281766,movie,Adventure Island,0.0,\N,66,Adventure Island,1947,"Action,Adventure,Comedy",Rhonda Fleming,1923,2020,"actress,soundtrack,archive_footage","tt0039689,tt0038109,tt0081249,tt0041259",24
tt0039186,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",38,2.0,nm0111702,movie,Big Town,0.0,\N,60,Big Town,1946,"Crime,Drama",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",32
tt0039187,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",39,2.0,nm0111702,movie,Big Town After Dark,0.0,\N,69,Big Town After Dark,1947,"Crime,Drama,Film-Noir",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",33
tt0039196,2.0,nm0000034,William Holden,"tt0046359,tt0047437,tt0043014,tt0074958",29,1.0,nm0000879,movie,Blaze of Noon,0.0,\N,90,Blaze of Noon,1947,"Action,Drama",Anne Baxter,1923,1985,"actress,soundtrack,archive_footage","tt0042192,tt0049833,tt0035015,tt0038873",24
tt0039235,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",33,2.0,nm0751149,movie,Calcutta,0.0,\N,83,Calcutta,1946,"Action,Crime,Drama",Gail Russell,1924,1961,"actress,soundtrack,archive_footage","tt0037415,tt0039152,tt0039235,tt0040643",22
tt0039298,2.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",34,1.0,nm0936730,movie,Danger Street,0.0,\N,68,Danger Street,1947,Drama,Jane Withers,1926,2021,"actress,writer,soundtrack","tt0049261,tt0024914,tt0257778,tt0033044",21
tt0039307,2.0,nm0000034,William Holden,"tt0046359,tt0047437,tt0043014,tt0074958",29,1.0,nm0146542,movie,Dear Ruth,0.0,\N,95,Dear Ruth,1947,"Comedy,Romance",Joan Caulfield,1922,1991,"actress,soundtrack,archive_footage","tt0038747,tt0039307,tt0039941,tt0040754",25
tt0039311,1.0,nm0388303,John Hodiak,"tt0037017,tt0038965,tt0041163,tt0038589",33,2.0,nm0779507,movie,Desert Fury,0.0,\N,96,Desert Fury,1947,"Crime,Drama,Film-Noir",Lizabeth Scott,1922,2015,"actress,soundtrack,archive_footage","tt0041968,tt0038988,tt0040695,tt0039482",25
tt0039343,2.0,nm0644983,Åke Ohberg,"tt0035347,tt0039388,tt0038035,tt0045850",42,1.0,nm0854996,movie,Dynamit,0.0,\N,88,Dynamite,1947,"Crime,Drama",Birgit Tengroth,1915,1983,"actress,writer,soundtrack","tt0042466,tt0026305,tt0036380,tt0041998",32
tt0039346,1.0,nm0280178,Barry Fitzgerald,"tt0045061,tt0036872,tt0033729,tt0037515",59,2.0,nm0528658,movie,"Easy Come, Easy Go",0.0,\N,77,"Easy Come, Easy Go",1947,"Comedy,Drama",Diana Lynn,1926,1971,"actress,soundtrack,archive_footage","tt0035019,tt0037077,tt0041673,tt0048822",21
tt0039372,1.0,nm0446769,Paul Kelly,"tt0034742,tt0039286,tt0035299,tt0038459",47,3.0,nm0779422,movie,Fear in the Night,0.0,\N,72,Fear in the Night,1946,"Crime,Drama,Film-Noir",Kay Scott,1927,1971,"actress,soundtrack","tt0039372,tt0062309",19
tt0039428,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",40,2.0,nm0000017,movie,Golden Earrings,0.0,\N,95,Golden Earrings,1947,"Adventure,Comedy,Drama",Marlene Dietrich,1901,1992,"actress,music_department,soundtrack","tt0051201,tt0055031,tt0052311,tt0021156",46
tt0039481,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",39,2.0,nm0111702,movie,I Cover Big Town,0.0,\N,63,I Cover Big Town,1947,"Drama,Mystery",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",33
tt0039482,1.0,nm0000044,Burt Lancaster,"tt0045793,tt0085859,tt0051036,tt0057091",34,2.0,nm0779507,movie,I Walk Alone,0.0,\N,97,I Walk Alone,1947,"Crime,Drama,Film-Noir",Lizabeth Scott,1922,2015,"actress,soundtrack,archive_footage","tt0041968,tt0038988,tt0040695,tt0039482",25
tt0039487,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",39,2.0,nm0942863,movie,The Imperfect Lady,0.0,\N,97,The Imperfect Lady,1946,"Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",28
tt0039523,1.0,nm0523225,Robert Lowery,"tt0038621,tt0041162,tt0037927,tt0037114",34,2.0,nm0767243,movie,Jungle Flight,0.0,\N,67,Jungle Flight,1947,Adventure,Ann Savage,1921,2008,"actress,soundtrack,archive_footage","tt0037638,tt1093842,tt0038877,tt0037409",26
tt0039544,1.0,nm0102787,Eddie Bracken,"tt0036891,tt0085995,tt0037077,tt0107985",32,2.0,nm0197837,movie,Ladies' Man,0.0,\N,91,Ladies' Man,1947,"Comedy,Musical",Cass Daley,1915,1975,"actress,soundtrack,archive_footage","tt0035379,tt0047400,tt0039544,tt0034736",32
tt0039645,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",44,2.0,nm0483787,movie,My Favorite Brunette,0.0,\N,87,My Favorite Brunette,1947,"Comedy,Crime,Mystery",Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",33
tt0039698,2.0,nm0526184,John Lund,"tt0049314,tt0043792,tt0056093,tt0040367",36,1.0,nm0002149,movie,The Perils of Pauline,0.0,\N,96,The Perils of Pauline,1947,"Drama,Romance",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",26
tt0039816,1.0,nm0219396,Richard Denning,"tt0050105,tt0050197,tt0046876,tt0047960",33,2.0,nm0185798,movie,Seven Were Saved,0.0,\N,73.0,Seven Were Saved,1947,"Adventure,Drama,Thriller",Catherine Craig,1915,2004,actress,"tt0036912,tt0040106,tt0036383,tt0035172",32
tt0039917,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",40,2.0,nm0942863,movie,The Trouble with Women,0.0,\N,80,The Trouble with Women,1947,"Comedy,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",29
tt0039931,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",46,2.0,nm0002104,movie,Unconquered,0.0,\N,146,Unconquered,1947,"Adventure,Drama,History",Paulette Goddard,1910,1990,"actress,producer,soundtrack","tt0032520,tt0027977,tt0033722,tt0037849",37
tt0039951,4.0,nm0001420,DeForest Kelley,"tt0060028,tt0098382,tt0102975,tt0084726",27,1.0,nm0368779,movie,Variety Girl,0.0,\N,93,Variety Girl,1947,"Comedy,Musical",Mary Hatcher,1929,2018,"actress,soundtrack,archive_footage","tt0039951,tt0041179,tt0041475,tt0044104",18
tt0039975,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",44,3.0,nm0146542,movie,Welcome Stranger,0.0,\N,107,Welcome Stranger,1947,Comedy,Joan Caulfield,1922,1991,"actress,soundtrack,archive_footage","tt0038747,tt0039307,tt0039941,tt0040754",25
tt0039982,1.0,nm0001362,Bob Hope,"tt0032520,tt0031143,tt0039645,tt0045094",44,2.0,nm0368516,movie,Where There's Life,0.0,\N,75,Where There's Life,1947,"Comedy,Thriller",Signe Hasso,1915,2002,"actress,director,producer","tt0035979,tt0038908,tt0037795,tt0037634",32
tt0039994,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",34,2.0,nm0483787,movie,Wild Harvest,0.0,\N,92,Wild Harvest,1947,Drama,Dorothy Lamour,1914,1996,"actress,soundtrack,archive_footage","tt0092796,tt0032993,tt0057007,tt0039645",33
tt0040071,2.0,nm0191950,Robert Cummings,"tt0046912,tt0035279,tt0047752,tt0039583",39,1.0,nm0949835,movie,The Accused,0.0,\N,101,The Accused,1949,"Drama,Film-Noir,Romance",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",36
tt0040082,1.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",50,2.0,nm0110159,movie,Albuquerque,0.0,\N,90,Albuquerque,1948,Western,Barbara Britton,1919,1980,"actress,archive_footage","tt0038513,tt0042325,tt0040616,tt0040543",29
tt0040158,1.0,nm0000042,Alan Ladd,"tt0046303,tt0035432,tt0038369,tt0055718",35,2.0,nm0001656,movie,Beyond Glory,0.0,\N,82,Beyond Glory,1948,Drama,Donna Reed,1921,1986,"actress,soundtrack,archive_footage","tt0038650,tt0045793,tt0051267,tt0049005",27
tt0040160,1.0,nm0001537,Ray Milland,"tt0037884,tt0046912,tt0066011,tt0037415",41,2.0,nm0001577,movie,The Big Clock,0.0,\N,95,The Big Clock,1948,"Crime,Drama,Film-Noir",Maureen O'Sullivan,1911,1998,"actress,soundtrack,archive_footage","tt0025878,tt0091167,tt0025862,tt0023551",37
tt0040162,1.0,nm0715637,Phillip Reed,"tt0040920,tt0043072,tt0039853,tt0027869",40,2.0,nm0111702,movie,Big Town Scandal,0.0,\N,60,Big Town Scandal,1948,"Crime,Drama",Hillary Brooke,1914,1999,"actress,archive_footage","tt0049470,tt0037671,tt0038990,tt0041191",34
tt0040196,1.0,nm0219396,Richard Denning,"tt0050105,tt0050197,tt0046876,tt0047960",34,2.0,nm0752846,movie,Caged Fury,0.0,\N,60,Caged Fury,1948,"Action,Crime,Drama",Sheila Ryan,1921,1975,"actress,soundtrack,archive_footage","tt0038459,tt0039580,tt0036379,tt0033676",27
tt0040293,1.0,nm0219396,Richard Denning,"tt0050105,tt0050197,tt0046876,tt0047960",34,2.0,nm0551221,movie,Disaster,0.0,\N,60,Disaster,1948,Drama,Trudy Marshall,1920,2004,"actress,soundtrack","tt0038492,tt0035777,tt0039906,tt0036998",28
tt0040302,2.0,nm0136994,Macdonald Carey,"tt0036342,tt0058796,tt0043736,tt0039873",35,1.0,nm0002149,movie,Dream Girl,0.0,\N,85,Dream Girl,1948,"Comedy,Romance",Betty Hutton,1921,2007,"actress,writer,soundtrack","tt0042200,tt0044672,tt0037077,tt0038119",27
tt0040317,1.0,nm0001078,Bing Crosby,"tt0047673,tt0049314,tt0036872,tt0046874",45,2.0,nm0000021,movie,The Emperor Waltz,0.0,\N,106,The Emperor Waltz,1948,"Comedy,Musical,Romance",Joan Fontaine,1917,2013,"actress,producer,soundtrack","tt0034248,tt0032976,tt0035751,tt0036969",31
