tconst,ordering_M,nconst_M,primaryName_M,knownForTitles_M,age_M,ordering_F,nconst_F,primaryTitle,startYear,genres,primaryName_F,birthYear,deathYear,primaryProfession,knownForTitles_F,age_F
tt0039636,2.0,nm0714878,Michael Redgrave,"tt0030341,tt0043362,tt0039636,tt0055018",39,1.0,nm0751426,Mourning Becomes Electra,1947,Drama,Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",40
tt0039659,1.0,nm0000763,Dana Andrews,"tt0037008,tt0036868,tt0037691,tt0049949",38,2.0,nm0643353,Night Song,1947,"Drama,Music,Romance",Merle Oberon,1911,1979,"actress,writer,producer","tt0032145,tt0037024,tt0034274,tt0025748",36
tt0039689,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",30,2.0,nm0339452,Out of the Past,1947,"Crime,Drama,Film-Noir",Jane Greer,1924,2001,"actress,soundtrack,archive_footage","tt0039689,tt0041178,tt0045053,tt0040835",23
tt0039808,1.0,nm0001414,Danny Kaye,"tt0056748,tt0047673,tt0049096,tt0052809",36,2.0,nm0562920,The Secret Life of Walter Mitty,1947,"Comedy,Fantasy,Romance",Virginia Mayo,1920,2005,"actress,soundtrack,archive_footage","tt0042041,tt0036868,tt0040820,tt0043379",27
tt0039815,1.0,nm0856062,Phillip Terry,"tt0037884,tt0039815,tt0039211,tt0054020",38,2.0,nm0924916,Seven Keys to Baldpate,1947,"Mystery,Romance,Thriller",Jacqueline White,1922,\N,"actress,archive_footage,archive_sound","tt0044954,tt0038938,tt0036407,tt0039659",25
tt0039823,1.0,nm0002001,Maurice Chevalier,"tt0051658,tt0025493,tt0020112,tt0050658",59,3.0,nm0220605,Man About Town,1947,"Comedy,Drama,Romance",Marcelle Derrien,1923,2008,"actress,archive_footage","tt0142401,tt0039823,tt2704794,tt0155626",24
tt0039842,1.0,nm0590055,John Mills,"tt0038574,tt0060395,tt0066319,tt0047094",39,2.0,nm0779549,So Well Remembered,1947,"Drama,Mystery,Romance",Martha Scott,1912,2003,"actress,producer,archive_footage","tt0049833,tt0052618,tt0032881,tt0033459",35
tt0039887,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",43,2.0,nm0431502,Tarzan and the Huntress,1947,"Action,Adventure,Romance",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",30
tt0039896,1.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",40,2.0,nm0001333,They Won't Believe Me,1947,"Drama,Film-Noir,Romance",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",30
tt0039901,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",28,2.0,nm0405054,Thunder Mountain,1947,Western,Martha Hyer,1924,2014,"actress,writer,soundtrack","tt0059740,tt0052218,tt0047437,tt0051745",23
tt0039908,1.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",49,3.0,nm0420331,Trail Street,1947,Western,Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",24
tt0039927,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",40,2.0,nm0206478,Tycoon,1947,"Adventure,Drama,Romance",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",27
tt0039934,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",28,2.0,nm0504160,Under the Tonto Rim,1947,Western,Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",21
tt0040000,2.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",38,1.0,nm0000910,The Woman on the Beach,1947,"Crime,Drama,Film-Noir",Joan Bennett,1910,1990,"actress,soundtrack,archive_footage","tt0076786,tt0038057,tt0037469,tt0024264",37
tt0040113,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",29,3.0,nm0504160,The Arizona Ranger,1948,"Drama,Western",Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",22
tt0040155,2.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",39,1.0,nm0643353,Berlin Express,1948,"Crime,Drama,Film-Noir",Merle Oberon,1911,1979,"actress,writer,producer","tt0032145,tt0037024,tt0034274,tt0025748",37
tt0040175,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",31,2.0,nm0000895,Blood on the Moon,1948,"Drama,Western",Barbara Bel Geddes,1922,2005,"actress,soundtrack,archive_footage","tt0052357,tt0077000,tt0042832,tt0040221",26
tt0040178,1.0,nm0862937,Lawrence Tierney,"tt0105236,tt0040178,tt0110216,tt0090021",29,2.0,nm0485509,Bodyguard,1948,"Crime,Drama,Film-Noir",Priscilla Lane,1915,1995,"actress,soundtrack,archive_footage","tt0036613,tt0035279,tt0033409,tt0031867",33
tt0040321,1.0,nm0000057,David Niven,"tt0074937,tt0052182,tt0057413,tt0048960",38,2.0,nm0942863,Enchantment,1948,"Drama,Romance",Teresa Wright,1918,2005,"actress,soundtrack,archive_footage","tt0036342,tt0036868,tt0035093,tt0081534",30
tt0040331,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",44,2.0,nm0236860,Every Girl Should Be Married,1948,"Comedy,Drama,Romance",Betsy Drake,1923,2015,"actress,writer,soundtrack","tt0040331,tt0045102,tt0044013,tt0051196",25
tt0040355,1.0,nm0002285,Pat O'Brien,"tt0053291,tt0029870,tt0039772,tt0021890",49,4.0,nm0640547,Fighting Father Dunne,1948,"Action,Biography,Crime",Una O'Connor,1880,1959,"actress,soundtrack,archive_footage","tt0026138,tt0051201,tt0024184,tt0029843",68
tt0040369,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",41,3.0,nm0000073,Fort Apache,1948,"Drama,Western",Shirley Temple,1928,2014,"actress,writer,miscellaneous","tt0016029,tt0030657,tt0024914,tt0031580",20
tt0040395,1.0,nm0000011,Gary Cooper,"tt0044706,tt0034167,tt0035896,tt0027996",47,2.0,nm0792130,Good Sam,1948,"Comedy,Drama,Romance",Ann Sheridan,1915,1967,"actress,producer,soundtrack","tt0034946,tt0033149,tt0039666,tt0037273",33
tt0040409,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",29,3.0,nm0405054,Gun Smugglers,1948,"Drama,Western",Martha Hyer,1924,2014,"actress,writer,soundtrack","tt0059740,tt0052218,tt0047437,tt0051745",24
tt0040411,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",29,2.0,nm0504160,Guns of Hate,1948,"Drama,Western",Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",22
tt0040458,3.0,nm0393028,Oscar Homolka,"tt0048605,tt0049934,tt0040458,tt0033373",50,1.0,nm0002050,I Remember Mama,1948,"Drama,Family",Irene Dunne,1898,1990,"actress,soundtrack,archive_footage","tt0028597,tt0031593,tt0040458,tt0029284",50
tt0040464,1.0,nm0134662,Eddie Cantor,"tt0025347,tt0023088,tt0032487,tt0036422",56,2.0,nm0204843,If You Knew Susie,1948,Comedy,Joan Davis,1912,1961,"actress,producer,soundtrack","tt0033723,tt0037736,tt0036633,tt0036978",36
tt0040470,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",29,4.0,nm0504160,Indian Agent,1948,"Drama,Western",Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",22
tt0040491,2.0,nm0001207,José Ferrer,"tt0046816,tt0087182,tt0042367,tt0044926",36,1.0,nm0000006,Joan of Arc,1948,"Biography,Drama,War",Ingrid Bergman,1915,1982,"actress,producer,soundtrack","tt0034583,tt0036855,tt0038109,tt0038787",33
tt0040580,1.0,nm0001678,Roy Rogers,"tt0036725,tt1409024,tt0037018,tt0037535",37,7.0,nm0028739,Melody Time,1948,"Animation,Comedy,Family",Laverne Andrews,1911,1967,"actress,archive_footage","tt0035218,tt0039776,tt0037086,tt0033436",37
tt0040594,1.0,nm0534045,Fred MacMurray,"tt0036775,tt0053604,tt0046816,tt0057518",40,2.0,nm0885098,The Miracle of the Bells,1948,Drama,Alida Valli,1921,2006,"actress,director,writer","tt0041959,tt0076786,tt0053459,tt0039694",27
tt0040613,1.0,nm0000026,Cary Grant,"tt0053125,tt0056923,tt0034248,tt0053143",44,2.0,nm0001485,Mr. Blandings Builds His Dream House,1948,"Comedy,Romance",Myrna Loy,1905,1993,"actress,soundtrack,archive_footage","tt0025878,tt0036868,tt0040613,tt0027260",43
tt0040631,1.0,nm0526485,William Lundigan,"tt0041746,tt0041378,tt0040631,tt0043667",34,2.0,nm0924916,Mystery in Mexico,1948,"Crime,Mystery",Jacqueline White,1922,\N,"actress,archive_footage,archive_sound","tt0044954,tt0038938,tt0036407,tt0039659",26
tt0040719,1.0,nm0706368,George Raft,"tt0053291,tt0033149,tt0023427,tt0037832",47,3.0,nm0561765,Race Street,1948,"Crime,Drama,Film-Noir",Marilyn Maxwell,1920,1972,"actress,soundtrack,archive_footage","tt0037373,tt0052141,tt0041239,tt0046138",28
tt0040720,2.0,nm0000034,William Holden,"tt0046359,tt0047437,tt0043014,tt0074958",30,1.0,nm0949835,Rachel and the Stranger,1948,"Adventure,Comedy,Drama",Loretta Young,1913,2000,"actress,producer,soundtrack","tt0038991,tt0039370,tt0024334,tt0032397",35
tt0040732,1.0,nm0000068,Randolph Scott,"tt0026942,tt0056412,tt0046375,tt0051047",50,3.0,nm0420331,Return of the Bad Men,1948,Western,Anne Jeffreys,1923,2017,"actress,soundtrack,archive_footage","tt0039772,tt0037642,tt0037644,tt0038478",25
tt0040835,1.0,nm0694090,Dick Powell,"tt0037101,tt0037615,tt0044391,tt0040695",44,2.0,nm0339452,Station West,1948,Western,Jane Greer,1924,2001,"actress,soundtrack,archive_footage","tt0039689,tt0041178,tt0045053,tt0040835",24
tt0040862,1.0,nm0919321,Johnny Weissmuller,"tt0023551,tt0035419,tt0042311,tt0036414",44,2.0,nm0431502,Tarzan and the Mermaids,1948,"Action,Adventure",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",31
tt0040872,2.0,nm0335048,Farley Granger,"tt0044079,tt0040746,tt0040872,tt0082951",23,1.0,nm0640732,They Live by Night,1948,"Crime,Film-Noir,Romance",Cathy O'Donnell,1923,1970,"actress,soundtrack,archive_footage","tt0036868,tt0052618,tt0040872,tt0039230",25
tt0040934,2.0,nm0312890,Leo Genn,"tt0043949,tt0049513,tt0061075,tt0040806",43,1.0,nm0751426,The Velvet Touch,1948,"Crime,Drama,Film-Noir",Rosalind Russell,1907,1976,"actress,writer,soundtrack","tt0051383,tt0032599,tt0056048,tt0032143",41
tt0040956,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",29,2.0,nm0504160,Western Heritage,1948,Western,Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",22
tt0041093,1.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",42,2.0,nm0000073,Adventure in Baltimore,1949,"Comedy,Drama",Shirley Temple,1928,2014,"actress,writer,miscellaneous","tt0016029,tt0030657,tt0024914,tt0031580",21
tt0041178,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",32,2.0,nm0339452,The Big Steal,1949,"Crime,Film-Noir,Romance",Jane Greer,1924,2001,"actress,soundtrack,archive_footage","tt0039689,tt0041178,tt0045053,tt0040835",25
tt0041208,2.0,nm0001870,Robert Young,"tt0039286,tt0046600,tt0034923,tt0033686",42,1.0,nm0001055,Bride for Sale,1949,Comedy,Claudette Colbert,1903,1996,"actress,soundtrack,archive_footage","tt0025316,tt0036367,tt0029929,tt0037280",46
tt0041252,1.0,nm0930103,Bill Williams,"tt0045177,tt0041252,tt0048159,tt0038458",34,2.0,nm0354853,The Clay Pigeon,1949,"Crime,Drama,Film-Noir",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",27
tt0041278,1.0,nm0706368,George Raft,"tt0053291,tt0033149,tt0023427,tt0037832",48,2.0,nm0707048,A Dangerous Profession,1949,"Crime,Drama,Film-Noir",Ella Raines,1920,1988,"actress,soundtrack,archive_footage","tt0036260,tt0041503,tt0036891,tt0037330",29
tt0041328,1.0,nm0001514,Victor Mature,"tt0046247,tt0039536,tt0038762,tt0035103",36,2.0,nm0779507,Easy Living,1949,"Drama,Sport",Lizabeth Scott,1922,2015,"actress,soundtrack,archive_footage","tt0041968,tt0038988,tt0040695,tt0039482",27
tt0041378,1.0,nm0526485,William Lundigan,"tt0041746,tt0041378,tt0040631,tt0043667",35,2.0,nm0665842,Follow Me Quietly,1949,"Crime,Drama,Film-Noir",Dorothy Patrick,1921,1987,"actress,soundtrack,archive_footage","tt0041257,tt0043024,tt0042392,tt0041378",28
tt0041431,2.0,nm0000974,Walter Brennan,"tt0033253,tt0038762,tt0037382,tt0040724",55,1.0,nm0152460,The Green Promise,1949,Drama,Marguerite Chapman,1918,1999,"actress,soundtrack,archive_footage","tt0048605,tt0040245,tt0035032,tt0053593",31
tt0041473,1.0,nm0000053,Robert Mitchum,"tt0039689,tt0048424,tt0056197,tt0050356",32,2.0,nm0001463,Holiday Affair,1949,"Comedy,Drama,Family",Janet Leigh,1927,2004,"actress,producer,miscellaneous","tt0054215,tt0056218,tt0052311,tt0080749",22
tt0041495,1.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",40,2.0,nm0206478,The Woman on Pier 13,1949,"Crime,Drama,Film-Noir",Laraine Day,1920,2007,"actress,soundtrack,archive_footage","tt0032484,tt0038700,tt0038164,tt0042049",29
tt0041531,1.0,nm0461594,Alexander Knox,"tt0037465,tt0056197,tt0059065,tt0040785",41,2.0,nm0815433,The Judge Steps Out,1948,"Comedy,Drama",Ann Sothern,1909,2001,"actress,music_department,soundtrack","tt0033803,tt0094315,tt0041587,tt0045435",39
tt0041642,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",30,3.0,nm0520467,Masked Raiders,1949,Western,Marjorie Lord,1918,2015,"actress,soundtrack,archive_footage","tt0045410,tt0028998,tt0035611,tt0042323",31
tt0041650,2.0,nm0424565,Ben Johnson,"tt0067328,tt0065214,tt0068638,tt0072705",31,1.0,nm0601930,Mighty Joe Young,1949,"Adventure,Drama,Fantasy",Terry Moore,1929,\N,"actress,producer,writer","tt0050839,tt0044509,tt0120751,tt0041650",20
tt0041672,1.0,nm0000763,Dana Andrews,"tt0037008,tt0036868,tt0037691,tt0049949",40,2.0,nm0001333,My Foolish Heart,1949,"Drama,Romance",Susan Hayward,1917,1975,"actress,soundtrack,archive_footage","tt0045333,tt0051758,tt0048191,tt0041672",32
tt0041675,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",30,4.0,nm0610230,The Mysterious Desperado,1949,"Drama,Western",Movita,1916,2015,"actress,soundtrack,archive_footage","tt0031371,tt0026752,tt0027420,tt0040369",33
tt0041824,1.0,nm0335048,Farley Granger,"tt0044079,tt0040746,tt0040872,tt0082951",24,2.0,nm0262896,Roseanna McCoy,1949,"Drama,Romance",Joan Evans,1934,2023,"actress,soundtrack","tt0041824,tt0045155,tt0045637,tt0042123",15
tt0041827,1.0,nm0827577,Robert Sterling,"tt0055608,tt0044030,tt0041827,tt0034328",32,2.0,nm0002108,Roughshod,1949,"Action,Adventure,Drama",Gloria Grahame,1923,1981,"actress,soundtrack,archive_footage","tt0042593,tt0045555,tt0038650,tt0044391",26
tt0041832,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",30,3.0,nm0405054,Rustlers,1949,Western,Martha Hyer,1924,2014,"actress,writer,soundtrack","tt0059740,tt0052218,tt0047437,tt0051745",25
tt0041859,1.0,nm0752813,Robert Ryan,"tt0065214,tt0061578,tt0070212,tt0047849",40,2.0,nm0869429,The Set-Up,1949,"Crime,Film-Noir,Sport",Audrey Totter,1917,2013,"actress,soundtrack,archive_footage","tt0039941,tt0039545,tt0038854,tt0041954",32
tt0041866,1.0,nm0000078,John Wayne,"tt0065126,tt0056217,tt0075213,tt0053580",42,2.0,nm0238445,She Wore a Yellow Ribbon,1949,Western,Joanne Dru,1922,1996,"actress,soundtrack,archive_footage","tt0040724,tt0041113,tt0042176,tt0041866",27
tt0041890,1.0,nm0412322,Burl Ives,"tt0051411,tt0051459,tt0058536,tt0108399",39,2.0,nm0094135,So Dear to My Heart,1948,"Animation,Drama,Family",Beulah Bondi,1889,1981,"actress,soundtrack,archive_footage","tt0038650,tt0031679,tt0029192,tt0034012",59
tt0041915,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",30,3.0,nm0232655,Stagecoach Kid,1949,Western,Jeff Donnell,1921,1988,"actress,archive_footage","tt0042593,tt0051036,tt0042251,tt0066473",28
tt0041926,2.0,nm0528705,Jeffrey Lynn,"tt0031867,tt0041926,tt0040167,tt0034337",40,1.0,nm0779549,Strange Bargain,1949,"Crime,Drama,Film-Noir",Martha Scott,1912,2003,"actress,producer,archive_footage","tt0049833,tt0052618,tt0032881,tt0033459",37
tt0041947,1.0,nm0000851,Lex Barker,"tt0045220,tt0059915,tt0058751,tt0043025",30,2.0,nm0431502,Tarzan's Magic Fountain,1949,"Action,Adventure,Fantasy",Brenda Joyce,1917,2009,"actress,archive_footage","tt0031835,tt0038151,tt0039011,tt0037989",32
tt0041963,1.0,nm0642671,Michael O'Shea,"tt0036094,tt0041179,tt0041963,tt0041733",43,2.0,nm0340706,The Threat,1949,"Crime,Drama,Film-Noir",Virginia Grey,1917,2004,"actress,soundtrack,archive_footage","tt0065377,tt0040920,tt0032143,tt0031047",32
tt0042046,1.0,nm0237985,Bobby Driscoll,"tt0046183,tt0042046,tt0038969,tt0043067",12,2.0,nm0354853,The Window,1949,"Drama,Film-Noir,Thriller",Barbara Hale,1922,2017,"actress,soundtrack,archive_footage","tt0050051,tt0065377,tt0073043,tt0042046",27
tt0042053,2.0,nm0002048,Melvyn Douglas,"tt0078841,tt0057163,tt0031725,tt0040613",48,1.0,nm0000058,A Woman's Secret,1949,"Drama,Film-Noir,Mystery",Maureen O'Hara,1920,2015,"actress,soundtrack,archive_footage","tt0045061,tt0039628,tt0055277,tt0033729",29
tt0179533,1.0,nm0392529,Tim Holt,"tt0035015,tt0040897,tt0038762,tt0031971",28,2.0,nm0504160,Wild Horse Mesa,1947,"Drama,Western",Nan Leslie,1926,2000,"actress,stunts,soundtrack","tt0047748,tt0038996,tt0040956,tt0053742",21
tt0286954,1.0,nm0015638,Farid El-Atrash,"tt0804497,tt0310599,tt0297707,tt0342661",30,2.0,nm0950346,Honeymoon,1945,"Comedy,Musical,Romance",Madihah Yusri,1919,2018,"actress,producer,writer","tt0371382,tt0310632,tt0318820,tt0355630",26
tt4800094,1.0,nm1340316,Rogelio de la Rosa,"tt0359407,tt0371374,tt1092623,tt0370797",30,2.0,nm1044840,Honeymoon,1946,"Comedy,Romance",Norma Blancaflor,1919,2004,actress,"tt1690100,tt0764799,tt1127796,tt0469552",27
tt5115690,1.0,nm0000784,Pedro Armendáriz,"tt0057076,tt0040369,tt0040064,tt0037981",36,2.0,nm0549773,The Pearl,1948,Drama,María Elena Marqués,1926,2008,"actress,miscellaneous,soundtrack","tt0037981,tt0174157,tt0218358,tt0055337",22
tt7309050,1.0,nm1303218,Tian Xie,"tt6562468,tt1395030,tt6643526,tt6611906",34,2.0,nm0155429,Suspicion,1948,"Drama,Mystery",Yanyan Chen,1916,1999,actress,"tt0121180,tt0777809,tt12833634,tt1754121",32
